masv,mahp,diem
7512,022,7.2
7512,004,6.6
7512,005,4.1
7513,003,9.6
7513,007,6.1
7513,009,6.1
7514,006,4.4
7514,001,8.9
7514,020,4.2
7515,005,7.5
7515,013,6.2
7515,015,7.7
7515,002,4.2
7515,019,6.3
7516,004,5.9
7516,021,9.2
7516,006,5.0
7516,008,5.0
7517,021,9.2
7517,019,4.0
7518,021,4.1
7518,005,10.0
7518,019,5.4
7518,007,8.2
7518,017,4.0
7519,004,6.9
7519,009,4.6
7519,022,5.9
7519,003,5.4
7519,012,6.0
7520,006,6.7
7520,008,5.8
7520,019,8.8
7520,011,4.9
7520,005,5.5
7520,002,5.8
7521,021,4.7
7521,010,6.9
7521,004,4.8
7521,008,4.8
7522,007,9.5
7522,008,7.0
7522,014,8.2
7522,022,4.8
7522,016,5.8
7523,017,7.3
7523,002,8.9
7523,006,6.9
7523,009,4.5
7523,022,6.9
7524,019,8.3
7524,015,5.1
7524,010,5.3
7524,018,9.5
7524,007,9.5
7524,013,6.8
7525,022,9.2
7525,019,8.4
7526,016,9.7
7526,014,9.4
7526,020,8.7
7527,001,5.7
7527,002,5.4
7527,021,9.4
7527,007,8.3
7527,004,5.1
7527,011,8.6
7528,007,9.4
7528,015,5.0
7528,003,5.9
7528,002,7.6
7528,022,6.4
7528,021,8.8
7529,022,9.3
7529,018,9.7
7530,017,4.5
7530,020,8.8
7530,010,4.3
7530,002,7.6
7530,001,9.3
7531,007,5.2
7531,011,8.0
7531,017,6.4
7531,004,4.2
7531,022,4.3
7532,003,10.0
7532,012,9.5
7532,011,5.7
7532,014,8.5
7533,014,5.5
7533,008,7.0
7533,011,8.0
7533,016,8.4
7533,005,8.5
7534,020,5.6
7534,018,6.0
7534,009,6.8
7535,003,5.7
7535,013,6.3
7535,004,6.8
7535,019,7.1
7536,012,8.5
7536,003,7.1
7536,002,6.6
7536,022,6.0
7536,006,7.7
7537,020,8.3
7537,005,6.5
7537,015,6.2
7537,006,4.1
7537,019,5.8
7538,006,6.3
7538,020,6.8
7538,012,8.1
7538,007,5.4
7538,002,7.3
7539,014,4.4
7539,003,9.8
7539,018,5.4
7540,012,4.7
7540,007,5.1
7541,021,6.7
7541,014,7.2
7542,012,5.3
7542,014,9.0
7542,010,8.6
7543,001,8.3
7543,016,10.0
7543,010,4.1
7543,022,9.3
7543,019,5.1
7543,002,8.5
7544,018,7.2
7544,005,5.5
7544,008,6.6
7544,017,8.1
7544,002,7.8
7545,014,9.5
7545,022,5.4
7546,002,5.0
7546,017,4.3
7546,015,8.9
7546,007,8.0
7547,009,4.1
7547,022,5.0
7548,009,7.2
7548,007,6.5
7548,008,8.3
7549,007,5.6
7549,019,6.4
7550,013,8.8
7550,006,5.5
7550,020,6.3
7550,019,6.4
7550,001,5.8
7551,007,4.5
7551,015,4.2
7551,022,7.3
7551,014,4.1
7551,010,7.4
7551,002,7.4
7552,019,4.3
7552,012,8.7
7552,020,4.6
7553,020,8.1
7553,017,9.3
7553,007,6.3
7553,004,5.6
7553,011,8.5
7554,010,9.0
7554,019,9.8
7554,018,8.7
7555,005,7.5
7555,010,6.6
7556,017,7.9
7556,022,9.2
7556,008,5.5
7556,019,9.2
7557,016,6.3
7557,018,8.0
7557,019,4.7
7557,013,6.7
7558,015,5.0
7558,021,6.3
7558,017,9.4
7558,016,4.6
7558,014,9.5
7559,012,5.7
7559,013,5.6
7559,008,7.2
7559,005,6.6
7559,003,7.1
7560,013,7.3
7560,014,5.9
7561,007,8.8
7561,009,10.0
7561,021,4.7
7562,017,9.0
7562,021,9.1
7562,004,4.1
7562,010,5.6
7562,007,6.0
7562,009,4.8
7563,015,6.5
7563,016,8.2
7563,008,8.7
7563,012,7.2
7563,014,6.6
7563,007,8.6
7564,012,7.9
7564,017,8.8
7564,018,7.6
7565,008,7.2
7565,019,5.1
7565,002,6.8
7565,010,6.8
7566,007,8.3
7566,012,9.4
7566,016,9.9
7567,017,5.9
7567,006,5.8
7567,015,5.0
7567,019,6.8
7567,018,6.6
7567,013,5.0
7568,003,7.8
7568,013,9.4
7568,014,9.4
7569,006,4.2
7569,004,9.2
7569,005,5.5
7569,018,5.3
7569,016,8.0
7569,012,10.0
7570,005,7.8
7570,019,9.3
7570,011,7.3
7570,017,9.7
7571,005,7.7
7571,008,7.3
7571,012,9.7
7572,004,7.3
7572,022,5.4
7573,019,4.3
7573,018,4.5
7573,003,6.1
7573,017,8.1
7573,016,7.2
7574,004,7.0
7574,013,8.6
7575,008,4.8
7575,021,5.7
7575,002,8.8
7575,006,9.9
7575,013,9.3
7575,012,9.1
7576,016,6.7
7576,009,6.6
7577,003,7.5
7577,018,6.0
7577,010,7.7
7577,014,6.6
7577,012,9.5
7577,008,9.4
7578,002,4.2
7578,014,4.2
7579,014,9.2
7579,009,9.1
7580,001,8.0
7580,009,4.1
7580,020,4.2
7581,006,8.7
7581,017,7.1
7581,022,4.3
7582,004,4.4
7582,003,7.9
7582,009,4.4
7583,022,8.0
7583,010,6.9
7584,004,5.5
7584,003,6.8
7584,014,5.2
7584,016,6.0
7584,006,5.4
7584,002,8.9
7585,005,6.3
7585,006,5.9
7585,003,5.4
7586,021,6.6
7586,018,6.3
7587,022,9.3
7587,019,5.7
7588,016,6.4
7588,015,8.6
7589,012,4.5
7589,014,8.7
7589,009,5.2
7590,014,6.2
7590,009,4.5
7590,004,4.9
7591,019,7.1
7591,007,8.2
7591,003,8.6
7591,022,6.7
7592,007,8.6
7592,009,9.5
7592,004,6.5
7593,015,6.4
7593,022,8.2
7593,010,9.1
7593,007,6.5
7593,008,6.9
7593,005,7.3
7594,005,5.7
7594,001,6.5
7594,010,8.8
7595,004,5.4
7595,005,5.4
7596,016,8.1
7596,015,4.8
7596,004,6.4
7596,021,4.7
7597,001,4.4
7597,020,4.9
7597,009,9.9
7598,007,9.2
7598,004,8.3
7598,011,5.1
7598,022,7.3
7598,019,8.1
7599,002,8.6
7599,012,5.3
7599,003,9.2
7600,004,5.0
7600,003,4.3
7600,010,7.1
7601,011,5.1
7601,002,7.7
7601,009,9.9
7601,005,4.8
7601,017,9.4
7601,003,8.9
7602,007,5.6
7602,017,6.5
7602,004,4.1
7602,003,8.6
7602,001,7.9
7602,008,6.9
7603,013,8.6
7603,015,7.2
7603,017,10.0
7603,001,4.2
7604,005,8.6
7604,022,4.3
7604,006,9.7
7604,008,7.9
7604,009,5.6
7604,002,9.6
7605,008,7.7
7605,006,8.0
7606,001,8.2
7606,022,4.3
7606,020,8.4
7606,019,4.7
7607,004,4.1
7607,003,8.5
7607,019,6.4
7607,012,6.9
7608,008,8.5
7608,011,9.2
7608,013,4.9
7608,007,7.9
7608,006,5.7
7609,016,9.9
7609,004,6.6
7609,001,8.2
7609,002,5.5
7609,015,5.3
7609,020,9.6
7610,006,5.2
7610,019,8.4
7610,020,4.1
7611,004,4.5
7611,001,4.3
7611,008,6.1
7611,005,9.3
7611,021,5.8
7612,004,8.4
7612,006,6.5
7613,016,8.9
7613,015,6.8
7613,018,5.9
7613,012,4.1
7613,009,8.8
7613,003,4.8
7614,008,6.7
7614,002,7.7
7614,006,6.6
7614,003,4.1
7614,021,6.8
7614,010,7.4
7615,011,7.9
7615,013,4.5
7616,015,7.0
7616,001,7.7
7616,006,5.4
7616,010,4.5
7617,022,7.9
7617,004,8.3
7617,011,9.9
7618,002,7.7
7618,020,8.0
7618,022,8.0
7619,022,7.6
7619,021,5.2
7619,017,5.2
7619,020,6.6
7619,012,9.7
7620,003,9.0
7620,008,5.0
7620,004,7.9
7620,022,5.3
7620,002,5.6
7621,017,7.2
7621,018,9.1
7621,005,4.8
7621,020,7.2
7621,003,7.6
7622,017,8.8
7622,008,4.6
7622,003,9.9
7623,006,8.8
7623,018,8.0
7623,015,4.8
7623,021,7.4
7624,020,8.6
7624,014,6.6
7624,015,5.9
7625,006,4.5
7625,018,9.9
7625,022,6.6
7625,004,6.4
7626,002,8.9
7626,022,6.7
7626,016,8.6
7626,020,5.4
7626,018,8.9
7627,007,6.8
7627,019,8.2
7627,006,8.8
7628,010,8.0
7628,017,4.7
7628,012,8.5
7628,003,8.3
7628,018,6.0
7629,014,8.7
7629,002,9.2
7629,022,8.1
7629,015,5.5
7630,017,8.0
7630,008,8.3
7631,007,6.5
7631,015,6.6
7631,018,8.9
7631,008,7.6
7631,011,8.6
7632,015,8.4
7632,007,4.6
7632,006,7.5
7632,004,5.5
7632,017,7.4
7633,015,9.3
7633,022,7.2
7633,010,7.1
7634,011,9.0
7634,022,4.8
7634,010,4.1
7634,009,9.7
7634,016,5.3
7634,019,4.0
7635,014,6.1
7635,016,6.6
7635,007,8.6
7636,017,4.2
7636,016,4.5
7637,006,5.2
7637,019,9.5
7637,010,10.0
7637,014,5.0
7637,005,7.1
7637,009,6.9
7638,017,5.2
7638,006,7.2
7638,004,8.8
7638,007,8.7
7639,007,7.7
7639,002,9.0
7639,001,6.0
7639,005,4.6
7639,020,4.0
7640,003,4.2
7640,014,6.4
7640,001,6.1
7641,014,6.5
7641,015,9.6
7641,004,5.5
7641,016,5.0
7641,022,5.6
7642,019,5.6
7642,011,4.8
7642,001,6.6
7642,006,7.1
7643,002,7.7
7643,001,9.9
7643,007,4.8
7643,016,6.9
7644,011,7.5
7644,017,5.3
7645,007,6.1
7645,013,8.8
7646,010,6.3
7646,013,4.9
7646,011,8.8
7646,018,9.1
7646,016,7.6
7646,009,4.5
7647,002,7.7
7647,020,5.5
7647,006,4.1
7647,018,5.7
7647,012,4.4
7648,018,7.6
7648,008,6.6
7648,015,7.6
7648,020,4.8
7648,006,5.0
7649,014,5.9
7649,015,7.3
7649,001,8.5
7650,020,6.1
7650,006,8.0
7650,018,6.7
7650,002,7.2
7650,009,5.0
7650,022,5.7
7651,004,4.2
7651,014,8.3
7652,001,6.4
7652,018,8.9
7652,008,9.9
7652,002,7.1
7652,019,9.8
7653,018,6.1
7653,003,4.8
7653,008,6.4
7654,005,9.7
7654,011,7.2
7654,001,5.0
7655,008,6.0
7655,009,8.3
7655,007,8.8
7656,018,7.6
7656,017,7.0
7656,009,9.9
7656,019,7.4
7656,014,4.3
7657,005,8.5
7657,002,4.5
7658,001,6.2
7658,018,9.3
7658,021,4.8
7658,013,4.3
7658,020,5.2
7659,013,4.4
7659,003,8.9
7659,009,6.0
7659,011,8.4
7659,018,8.7
7660,012,8.7
7660,017,5.8
7660,001,9.9
7661,007,7.4
7661,016,9.5
7661,022,5.5
7661,003,5.8
7662,001,5.7
7662,014,8.6
7662,011,9.5
7662,005,8.0
7662,008,7.9
7662,007,4.7
7663,004,4.7
7663,022,7.4
7664,006,9.6
7664,022,7.7
7664,001,9.3
7664,020,8.8
7664,007,6.7
7665,012,7.4
7665,015,5.8
7665,002,8.8
7665,011,5.2
7665,001,5.9
7665,010,7.2
7666,007,10.0
7666,019,5.1
7666,009,5.1
7666,011,7.6
7666,001,4.9
7667,017,6.9
7667,007,8.6
7667,006,7.6
7667,003,7.6
7667,012,4.1
7667,002,8.4
7668,014,9.9
7668,013,5.3
7668,016,6.6
7669,006,8.7
7669,012,7.4
7669,002,6.0
7669,020,6.7
7670,004,5.3
7670,014,9.2
7670,007,7.3
7670,020,5.2
7670,006,6.2
7671,014,5.8
7671,020,9.1
7671,007,5.0
7671,013,5.7
7671,021,9.1
7671,010,7.3
7672,017,6.2
7672,021,6.5
7672,011,5.9
7672,008,9.3
7672,010,9.2
7672,003,8.1
7673,012,9.2
7673,001,5.1
7674,011,6.1
7674,003,9.5
7674,004,6.3
7674,021,5.5
7675,018,4.1
7675,003,7.9
7675,015,9.0
7676,003,7.9
7676,021,8.6
7676,016,7.2
7676,014,7.8
7676,005,5.8
7676,011,6.5
7677,007,9.4
7677,006,9.8
7677,010,8.1
7677,013,4.1
7677,012,5.7
7678,017,9.5
7678,014,9.9
7678,013,8.1
7678,009,7.8
7679,013,4.2
7679,002,4.1
7679,011,8.8
7679,022,4.8
7680,014,9.2
7680,007,9.0
7680,021,8.4
7681,020,4.2
7681,008,6.7
7681,021,4.8
7681,006,8.8
7682,005,5.7
7682,002,5.6
7682,022,4.3
7683,014,4.1
7683,018,9.6
7683,011,7.6
7683,022,7.8
7683,001,8.3
7684,021,4.3
7684,004,4.9
7685,017,8.1
7685,013,5.6
7685,021,6.4
7685,012,5.3
7685,004,9.3
7686,009,4.1
7686,003,9.3
7686,010,8.4
7686,013,8.8
7686,005,7.4
7686,011,7.9
7687,003,6.9
7687,008,9.1
7687,012,9.9
7688,005,6.2
7688,018,4.3
7689,014,9.4
7689,015,9.5
7689,008,9.5
7689,018,9.4
7689,016,5.7
7689,010,6.7
7690,014,4.3
7690,005,5.4
7690,021,4.8
7690,008,6.8
7690,012,5.4
7691,002,9.9
7691,019,5.8
7692,017,6.1
7692,016,9.6
7692,007,6.7
7693,009,4.6
7693,010,6.0
7693,020,6.7
7693,002,7.4
7694,010,4.3
7694,002,8.8
7695,015,6.2
7695,014,8.7
7696,008,7.5
7696,013,7.7
7696,019,5.0
7696,001,6.8
7696,011,4.8
7697,020,9.2
7697,013,9.4
7697,003,8.6
7697,006,9.0
7698,021,6.3
7698,019,6.0
7699,018,5.6
7699,015,7.0
7699,004,6.9
7699,010,7.7
7700,008,5.1
7700,009,5.4
7700,007,4.5
7700,012,4.9
7701,017,5.7
7701,022,9.5
7702,013,7.5
7702,007,6.7
7702,021,6.5
7702,003,5.9
7702,014,8.7
7703,015,4.9
7703,013,8.1
7703,010,6.2
7704,016,7.6
7704,019,8.5
7705,013,9.6
7705,017,8.6
7705,007,4.2
7706,019,5.7
7706,020,7.7
7706,005,6.3
7706,003,4.1
7706,007,4.5
7706,008,8.1
7707,001,8.6
7707,007,6.1
7707,019,5.5
7708,017,5.8
7708,001,6.9
7709,010,5.8
7709,017,6.3
7709,011,9.5
7710,002,9.2
7710,011,7.7
7710,015,4.5
7710,012,4.7
7711,005,4.4
7711,002,8.2
7711,003,4.7
7711,018,6.9
7712,003,6.5
7712,022,7.8
7712,008,8.7
7712,019,9.9
7713,005,5.2
7713,021,5.9
7713,008,4.9
7713,007,7.2
7713,022,4.6
7714,007,6.7
7714,012,4.3
7714,008,5.7
7715,021,8.3
7715,015,4.9
7715,006,4.8
7715,001,9.7
7716,001,4.9
7716,022,6.6
7716,006,7.8
7716,002,6.5
7716,019,7.0
7716,011,5.3
7717,006,8.0
7717,011,5.8
7717,020,6.2
7717,017,7.7
7718,019,6.7
7718,006,5.5
7718,018,9.9
7718,020,5.9
7718,003,4.6
7719,015,4.6
7719,011,5.1
7719,022,4.1
7719,019,6.9
7719,004,4.7
7719,017,9.4
7720,022,4.3
7720,010,9.2
7720,016,6.7
7720,009,8.8
7720,017,4.2
7721,010,6.6
7721,021,7.9
7721,011,9.4
7722,005,8.1
7722,017,6.5
7722,022,7.5
7722,018,5.9
7722,011,9.9
7722,016,4.1
7723,004,5.6
7723,003,4.7
7723,009,9.9
7724,020,6.6
7724,012,4.9
7724,001,4.6
7724,003,5.6
7724,021,6.3
7725,015,6.6
7725,019,8.8
7726,005,6.2
7726,003,6.3
7726,001,6.8
7726,022,9.8
7727,021,7.2
7727,002,4.6
7727,005,5.6
7728,011,8.1
7728,006,7.7
7728,010,4.9
7729,001,4.4
7729,009,6.5
7729,015,5.5
7730,001,7.5
7730,006,9.3
7731,002,9.4
7731,007,4.7
7732,004,5.7
7732,016,4.7
7732,011,7.2
7732,001,7.5
7732,010,7.3
7733,021,4.1
7733,017,7.2
7734,013,4.6
7734,014,8.2
7735,020,9.8
7735,010,7.9
7736,017,4.6
7736,003,8.8
7736,015,8.5
7737,004,9.6
7737,016,7.0
7737,020,9.5
7737,006,5.4
7737,007,4.0
7738,019,9.2
7738,005,4.3
7739,015,9.9
7739,006,6.6
7739,005,7.3
7739,009,4.4
7740,014,7.5
7740,017,7.4
7740,018,5.6
7740,005,4.7
7740,004,6.5
7741,001,6.2
7741,021,8.5
7741,003,9.0
7742,001,6.6
7742,006,4.5
7743,001,8.0
7743,017,4.5
7743,005,9.4
7743,014,6.4
7744,017,5.1
7744,003,4.3
7745,002,7.5
7745,007,5.6
7745,021,5.8
7746,020,5.8
7746,011,9.1
7746,012,6.1
7747,021,6.8
7747,013,9.7
7747,022,4.0
7747,002,6.7
7748,007,7.8
7748,015,8.6
7748,006,4.9
7748,012,6.9
7748,018,5.0
7749,013,6.3
7749,008,7.3
7749,011,4.3
7749,017,8.0
7749,002,8.3
7750,016,8.4
7750,005,8.1
7750,013,7.5
7750,010,8.5
7750,022,8.8
7751,004,4.2
7751,010,5.1
7751,020,6.9
7751,011,8.4
7751,014,5.6
7751,006,8.7
7752,015,5.9
7752,018,6.2
7752,012,6.5
7753,017,7.6
7753,011,8.8
7753,006,5.0
7754,019,8.5
7754,013,9.5
7754,005,5.5
7754,012,4.9
7754,003,9.2
7755,022,4.0
7755,004,7.6
7756,010,5.1
7756,005,4.7
7757,009,9.5
7757,022,6.2
7757,004,7.5
7757,008,4.8
7757,014,9.2
7757,019,7.1
7758,007,6.6
7758,018,8.5
7758,008,6.5
7759,016,5.2
7759,010,5.3
7760,002,7.3
7760,017,8.5
7761,007,7.0
7761,020,8.2
7761,014,6.4
7762,016,7.9
7762,011,5.1
7762,017,7.6
7763,005,10.0
7763,016,5.5
7763,022,9.2
7764,003,7.3
7764,004,6.4
7764,015,4.9
7764,001,5.0
7764,016,5.7
7765,019,4.3
7765,012,4.6
7765,002,7.2
7765,015,9.7
7765,017,6.4
7766,022,4.6
7766,002,8.9
7767,019,8.2
7767,009,9.1
7767,005,7.0
7767,022,9.5
7768,009,5.5
7768,022,9.7
7768,007,8.9
7768,012,4.8
7768,002,5.7
7769,018,4.6
7769,010,5.3
7769,005,4.3
7769,002,4.9
7769,013,9.8
7769,017,5.0
7770,017,9.9
7770,016,6.2
7771,013,8.9
7771,004,6.9
7771,012,8.2
7771,008,9.5
7772,020,4.5
7772,014,7.9
7772,004,9.7
7772,011,4.2
7772,002,5.0
7773,012,6.0
7773,002,5.0
7773,003,8.1
7773,018,6.7
7774,010,8.8
7774,022,8.2
7774,003,5.8
7775,017,7.6
7775,003,7.4
7775,008,8.4
7775,016,6.2
7776,011,9.5
7776,017,7.9
7776,019,8.0
7776,018,8.9
7776,010,7.8
7776,021,9.5
7777,022,7.6
7777,019,8.3
7777,009,6.2
7777,012,4.3
7777,008,4.3
7778,017,5.8
7778,021,5.0
7778,008,6.2
7778,013,9.0
7778,022,5.3
7779,016,5.0
7779,007,4.1
7779,010,9.4
7779,005,9.4
7780,021,5.1
7780,002,8.5
7780,022,5.8
7780,007,10.0
7780,006,8.3
7780,020,6.2
7781,019,8.9
7781,009,7.5
7782,016,6.5
7782,012,4.9
7782,020,7.4
7782,002,7.0
7782,018,8.1
7783,002,7.6
7783,012,6.3
7783,008,8.8
7784,011,7.5
7784,007,9.2
7784,014,6.9
7784,021,8.8
7784,009,6.6
7784,017,7.6
7785,006,6.9
7785,009,5.5
7786,011,10.0
7786,018,6.7
7787,018,5.6
7787,012,6.4
7788,003,4.6
7788,004,8.4
7788,001,5.1
7789,015,9.2
7789,001,6.5
7789,009,7.2
7789,007,4.1
7789,003,8.5
7790,001,7.2
7790,013,9.4
7790,014,4.6
7790,016,7.8
7790,006,5.1
7791,007,8.2
7791,016,9.2
7791,013,8.8
7792,011,9.2
7792,006,8.7
7792,005,7.1
7792,004,8.8
7792,003,8.8
7792,012,4.2
7793,005,7.6
7793,010,6.1
7793,006,9.2
7794,001,4.2
7794,009,6.6
7794,011,6.1
7794,003,7.5
7794,006,8.2
7795,003,6.7
7795,020,7.4
7796,002,7.5
7796,012,5.6
7797,002,8.1
7797,013,4.4
7797,017,6.7
7797,005,5.5
7798,022,5.3
7798,009,5.0
7798,011,4.3
7798,003,6.0
7798,004,8.7
7799,003,5.0
7799,012,5.9
7799,009,4.3
7799,018,5.4
7799,011,5.6
7799,002,8.1
7800,003,5.4
7800,008,8.6
7800,019,9.2
7800,007,9.4
7800,010,8.9
7800,018,5.6
7801,014,5.4
7801,015,5.3
7801,021,8.3
7801,011,6.4
7801,013,7.9
7801,018,7.0
7802,001,9.6
7802,013,7.0
7802,006,8.0
7802,010,9.7
7802,012,6.8
7803,020,4.4
7803,012,8.9
7803,013,5.8
7803,001,4.9
7804,002,5.9
7804,020,7.9
7804,003,4.3
7804,001,4.5
7804,013,7.4
7805,003,7.7
7805,002,8.4
7806,004,7.5
7806,014,9.9
7806,002,5.2
7807,016,7.4
7807,004,4.3
7807,021,5.6
7807,005,9.7
7807,007,9.1
7808,016,8.7
7808,019,4.9
7808,011,6.2
7808,007,5.3
7808,010,5.5
7809,018,4.6
7809,004,8.8
7809,015,4.8
7809,020,7.8
7809,003,4.2
7809,005,4.0
7810,004,4.1
7810,013,8.0
7811,015,9.7
7811,001,4.6
7811,009,7.6
7811,004,7.6
7811,007,6.7
7811,002,5.7
7812,009,8.5
7812,004,7.7
7812,015,5.2
7812,012,5.9
7813,014,8.7
7813,013,4.3
7813,005,7.7
7814,007,6.9
7814,019,8.7
7814,012,7.8
7815,019,5.9
7815,001,4.8
7815,014,5.8
7816,009,4.7
7816,020,4.5
7816,006,4.0
7816,002,7.0
7816,013,9.1
7817,002,10.0
7817,019,6.2
7818,014,8.9
7818,011,8.1
7818,018,9.8
7819,020,8.5
7819,001,9.1
7820,018,5.6
7820,014,6.3
7820,009,9.1
7820,002,9.5
7821,015,7.6
7821,004,7.2
7821,005,6.1
7821,018,4.0
7821,009,6.6
7822,005,5.6
7822,009,8.2
7822,008,4.4
7822,021,4.2
7823,020,9.7
7823,015,6.2
7823,007,7.5
7823,001,6.0
7824,003,6.0
7824,021,4.0
7824,018,9.2
7825,013,8.6
7825,005,8.0
7825,012,5.7
7825,020,5.3
7825,016,8.5
7826,007,5.1
7826,001,4.9
7826,016,9.9
7826,019,4.7
7826,021,7.7
7826,020,9.7
7826,017,5.6
7827,006,4.5
7827,010,6.3
7827,011,9.6
7827,019,6.3
7827,003,7.0
7827,001,4.7
7828,020,4.4
7828,014,9.0
7828,001,5.0
7829,001,8.1
7829,004,6.5
7830,005,5.6
7830,016,7.1
7831,012,4.6
7831,004,5.9
7831,008,8.4
7831,022,8.6
7831,009,6.4
7832,010,7.6
7832,008,5.1
7832,020,5.1
7832,013,7.0
7832,003,5.4
7832,021,6.3
7833,022,5.6
7833,017,5.8
7833,004,8.8
7833,001,4.5
7833,005,7.6
7833,003,9.5
7834,011,7.1
7834,001,4.5
7834,020,6.6
7835,006,6.1
7835,020,6.0
7835,007,5.1
7835,014,4.6
7836,016,4.9
7836,007,6.4
7836,001,8.7
7836,019,8.1
7836,010,9.8
7836,003,8.1
7837,003,7.8
7837,017,4.1
7838,003,9.1
7838,013,4.2
7838,009,5.1
7839,020,9.3
7839,021,8.5
7839,019,7.6
7839,013,5.7
7840,014,5.8
7840,020,8.4
7840,012,7.6
7840,011,6.0
7841,006,7.4
7841,013,6.2
7842,001,9.1
7842,007,6.5
7842,003,7.7
7842,015,6.2
7842,002,9.0
7842,016,6.0
7843,003,8.5
7843,012,7.1
7843,015,5.5
7843,021,4.1
7843,006,4.4
7843,014,7.3
7844,022,7.4
7844,006,8.3
7844,020,4.1
7845,018,7.1
7845,019,5.3
7845,004,8.7
7845,007,7.0
7846,007,8.5
7846,021,5.2
7846,017,8.2
7846,018,8.0
7846,001,4.1
7846,011,6.8
7847,013,4.1
7847,004,9.0
7847,007,9.9
7847,010,4.6
7847,009,6.6
7847,005,6.9
7848,001,5.3
7848,006,8.4
7848,018,5.6
7848,019,7.8
7848,009,10.0
7848,003,5.6
7849,001,9.8
7849,002,8.8
7849,011,4.9
7849,006,7.1
7849,003,8.6
7850,016,5.8
7850,003,4.9
7851,002,4.7
7851,018,4.2
7851,017,8.9
7851,013,6.9
7852,007,6.4
7852,002,5.3
7853,007,8.7
7853,005,5.7
7853,018,5.9
7853,017,6.7
7854,014,7.9
7854,013,4.8
7854,017,7.3
7854,010,7.7
7855,020,9.3
7855,008,6.1
7855,022,5.8
7855,015,5.9
7855,021,5.2
7855,001,6.2
7856,022,7.3
7856,014,9.3
7857,003,8.9
7857,013,9.9
7857,012,4.8
7857,019,5.0
7857,011,9.5
7858,018,7.3
7858,005,9.9
7858,022,5.7
7858,011,4.9
7859,004,4.3
7859,007,8.4
7859,020,4.9
7859,011,8.5
7860,011,7.0
7860,022,8.6
7860,017,4.9
7861,017,9.4
7861,013,5.6
7861,012,6.1
7862,001,4.0
7862,018,6.1
7862,022,7.9
7862,007,9.5
7862,011,8.1
7863,020,4.9
7863,010,7.1
7863,018,6.1
7863,017,4.9
7864,010,7.0
7864,002,9.6
7864,021,8.2
7864,004,9.5
7864,014,9.8
7864,018,4.2
7865,001,7.4
7865,011,8.4
7865,007,7.3
7865,012,9.7
7865,002,8.2
7866,020,8.0
7866,003,4.8
7866,019,6.8
7866,013,6.7
7866,010,6.6
7866,018,6.9
7867,016,4.4
7867,019,6.3
7867,018,4.4
7867,002,8.9
7867,001,8.6
7867,011,9.1
7868,010,9.7
7868,013,9.7
7868,011,8.3
7868,004,7.4
7869,001,7.2
7869,016,7.4
7869,005,8.5
7870,010,4.9
7870,016,7.6
7870,013,6.3
7871,016,4.6
7871,019,6.6
7871,007,5.4
7871,014,6.4
7872,006,8.1
7872,021,9.0
7872,003,6.3
7872,008,9.4
7873,004,9.5
7873,017,7.1
7874,007,5.7
7874,016,5.5
7874,012,4.6
7874,019,6.7
7875,014,5.8
7875,010,9.3
7875,008,4.1
7875,016,7.0
7876,022,7.4
7876,006,8.5
7876,013,4.7
7877,001,7.3
7877,013,4.5
7877,010,4.5
7878,012,6.8
7878,006,5.9
7878,020,6.8
7878,009,7.6
7878,015,7.9
7878,014,8.9
7879,015,5.8
7879,003,8.1
7879,005,5.6
7880,001,8.6
7880,007,8.6
7880,010,7.7
7880,016,4.1
7880,011,7.1
7881,011,4.9
7881,016,4.0
7881,021,9.9
7881,014,7.4
7881,019,4.7
7882,004,5.3
7882,020,6.7
7882,021,9.6
7882,009,6.4
7882,014,9.5
7882,008,4.5
7883,021,9.7
7883,010,7.3
7883,016,9.4
7883,022,5.9
7883,018,7.3
7884,006,7.7
7884,022,8.6
7884,012,4.1
7884,008,7.8
7885,009,9.0
7885,019,5.7
7885,022,8.2
7885,006,7.6
7885,020,4.4
7885,017,7.8
7886,002,7.5
7886,013,5.9
7886,016,7.4
7886,004,4.4
7887,008,5.8
7887,015,5.1
7887,009,7.0
7888,020,6.0
7888,003,6.3
7888,013,8.4
7889,012,4.1
7889,016,10.0
7889,020,5.7
7890,019,7.9
7890,012,7.5
7890,004,9.9
7891,016,9.7
7891,001,5.9
7891,006,4.3
7891,009,5.8
7891,015,5.2
7891,014,6.6
7892,013,6.2
7892,007,9.5
7892,001,6.6
7892,017,5.2
7893,015,9.4
7893,003,9.1
7894,010,7.2
7894,014,6.9
7894,018,5.2
7894,022,6.2
7894,006,7.9
7894,021,5.1
7895,002,5.0
7895,012,8.8
7895,007,9.9
7895,015,7.0
7895,003,9.0
7896,003,7.4
7896,015,8.5
7896,007,5.2
7896,018,8.8
7896,017,7.3
7896,006,9.9
7897,015,7.3
7897,008,4.5
7898,001,8.1
7898,005,6.0
7898,015,4.6
7898,008,8.0
7898,003,9.6
7898,004,5.2
7899,010,6.4
7899,013,4.1
7899,012,5.6
7899,006,7.1
7899,007,9.0
7899,003,5.4
7900,005,6.9
7900,021,8.0
7900,022,6.9
7900,015,4.9
7900,001,8.5
7900,018,6.4
7901,003,8.4
7901,012,8.3
7901,014,6.8
7901,010,7.4
7901,022,7.2
7902,007,9.4
7902,020,4.6
7903,020,5.2
7903,015,5.1
7903,001,9.0
7904,014,6.9
7904,007,4.3
7905,009,7.5
7905,003,8.3
7905,020,6.9
